Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
Kia Motors America,21V164000,False,False,False,,11/03/2021,AIR BAGS: AIR BAG/RESTRAINT CONTROL MODULE,"Kia Motors America (Kia) is recalling certain 2021 Telluride, K5, and Forte vehicles. The Occupant Classification and Detection System (OCS/ODS) unit may not detect the presence of a child restraint system in the front passenger seat.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 208, ""Occupant Crash Protection.""","In the event of a crash, deployment of the front passenger air bag, with a child in that seat, can increase the risk of injury to the child.","Kia will notify owners, and dealers will replace the OCS/ODS unit, free of charge.  The recall began March 18, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC207.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2021,KIA,FORTE,KIA,FORTE,2021,2021-03-11
Kia Motors America,22V304000,False,False,False,,05/05/2022,STEERING:COLUMN,"Kia Motors America (Kia) is recalling certain 2021-2022 Rio and Forte vehicles.  A bolt in the steering column may not be secured properly, which can cause the steering column to detach from the steering rack and result in a loss of steering control.",Loss of steering control can increase the risk of a crash.,"Dealers will tighten the lower steering column u-joint retention bolt, free of charge.  Owner notification letters were mailed May 27, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall SC235.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,KIA,FORTE,KIA,FORTE,2021,2022-05-05
Kia Motors America,22V304000,False,False,False,,05/05/2022,STEERING:COLUMN,"Kia Motors America (Kia) is recalling certain 2021-2022 Rio and Forte vehicles.  A bolt in the steering column may not be secured properly, which can cause the steering column to detach from the steering rack and result in a loss of steering control.",Loss of steering control can increase the risk of a crash.,"Dealers will tighten the lower steering column u-joint retention bolt, free of charge.  Owner notification letters were mailed May 27, 2022.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall SC235.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,FORTE,KIA,FORTE,2022,2022-05-05
"Kia America, Inc.",22V906000,False,False,False,,08/12/2022,STEERING:LINKAGES:KNUCKLE:SPINDLE:ARM,"Kia America, Inc. (Kia) is recalling certain 2023 Forte vehicles.  Due to a manufacturing error, the front left steering knuckle may crack, which can result in a loss of steering control.",A loss of steering control increases the risk of a crash.,"Dealers will inspect and replace the front left steering knuckle, as necessary, free of charge.  Owner notification letters were mailed January 12, 2023.  Owner may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC259.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,FORTE,KIA,FORTE,2023,2022-12-08
"Kia America, Inc.",23V649000,True,False,False,,22/09/2023,SUSPENSION:FRONT:CONTROL ARM:LOWER ARM,"Kia America, Inc. (Kia) is recalling certain 2023 Forte vehicles.  The right front lower control arm may have been improperly welded, which can cause it to fail.","Front lower control arm failure can cause a sudden loss of steering control, increasing the risk of a crash.","Owners are advised not to drive their vehicles until the repair has been performed.  Dealers will replace the right front lower control arm, free of charge.  Owner notification letters were mailed September 27, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC283.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,FORTE,KIA,FORTE,2023,2023-09-22
"Kia America, Inc.",24V244000,True,False,False,,01/04/2024,SUSPENSION:FRONT:CONTROL ARM:LOWER ARM,"Kia America, Inc. (Kia) is recalling certain 2023 Forte vehicles.  The right front lower control arm may have been improperly welded, which can cause it to fail.","Front lower control arm failure can cause a sudden loss of steering control, increasing the risk of a crash.","Owners are advised not to drive their vehicles until the repair has been performed.  Dealers will replace the right front lower control arm, free of charge.  Owner notification letters were mailed April 17, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC306.  This recall expands previous NHTSA recall number 23V-649.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,FORTE,KIA,FORTE,2023,2024-04-01
Kia Motors America,21V259000,False,False,False,,13/04/2021,ENGINE,"Kia Motors America (Kia) is recalling certain 2020-2021 Soul, and 2021 Seltos vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which may result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Kia will notify owners, and dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Kia will deploy Piston Ring Noise Sensing System (PNSS) software.  The recall began June 11, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC209.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,KIA,SOUL,KIA,SOUL,2020,2021-04-13
Kia Motors America,21V259000,False,False,False,,13/04/2021,ENGINE,"Kia Motors America (Kia) is recalling certain 2020-2021 Soul, and 2021 Seltos vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which may result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Kia will notify owners, and dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Kia will deploy Piston Ring Noise Sensing System (PNSS) software.  The recall began June 11, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC209.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2021,KIA,SOUL,KIA,SOUL,2021,2021-04-13
"Kia America, Inc.",25V099000,False,False,False,,17/02/2025,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Seltos and Soul vehicles.  The piston oil rings may have been manufactured incorrectly, which can result in engine damage.","Engine damage can cause a vehicle stall or fire, increasing the risk of a crash or injury.","Dealers will inspect and replace the engine as necessary, free of charge.  Dealers will also install piston-ring noise sensing system (PNSS) software, free of charge.  Owner notification letters were mailed April 4, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC336.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 888-327-4236 (TTY 888-275-9171) or go to nhtsa.gov.,2021,KIA,SOUL,KIA,SOUL,2021,2025-02-17
"Kia America, Inc.",25V099000,False,False,False,,17/02/2025,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Seltos and Soul vehicles.  The piston oil rings may have been manufactured incorrectly, which can result in engine damage.","Engine damage can cause a vehicle stall or fire, increasing the risk of a crash or injury.","Dealers will inspect and replace the engine as necessary, free of charge.  Dealers will also install piston-ring noise sensing system (PNSS) software, free of charge.  Owner notification letters were mailed April 4, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC336.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 888-327-4236 (TTY 888-275-9171) or go to nhtsa.gov.,2022,KIA,SOUL,KIA,SOUL,2022,2025-02-17
"Kia America, Inc.",23V298000,False,False,False,,26/04/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.  The instrument cluster may fail to display any information when the vehicle is started.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SOUL,KIA,SOUL,2023,2023-04-26
"Kia America, Inc.",23V531000,False,True,False,,31/07/2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,"Kia America, Inc. (Kia) is recalling certain 2023 Soul, Sportage, and 2023-2024 Seltos vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters are expected to be mailed September 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC275.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SOUL,KIA,SOUL,2023,2023-07-31
"Kia America, Inc.",23V830000,False,False,False,,22/12/2023,AIR BAGS,"Kia America, Inc. (Kia) is recalling certain 2023 Soul and 2024 Seltos vehicles.  Due to a manufacturing error, the side curtain air bags may deploy unexpectedly.",An air bag that deploys unexpectedly can increase the risk of injury or crash.,"Dealers will inspect and replace both side curtain air bag modules as necessary, free of charge.  Owner notification letters were mailed January 31, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC289.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SOUL,KIA,SOUL,2023,2023-12-22
"Kia America, Inc.",25V099000,False,False,False,,17/02/2025,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Seltos and Soul vehicles.  The piston oil rings may have been manufactured incorrectly, which can result in engine damage.","Engine damage can cause a vehicle stall or fire, increasing the risk of a crash or injury.","Dealers will inspect and replace the engine as necessary, free of charge.  Dealers will also install piston-ring noise sensing system (PNSS) software, free of charge.  Owner notification letters were mailed April 4, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC336.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 888-327-4236 (TTY 888-275-9171) or go to nhtsa.gov.,2023,KIA,SOUL,KIA,SOUL,2023,2025-02-17
Kia Motors America,21V259000,False,False,False,,13/04/2021,ENGINE,"Kia Motors America (Kia) is recalling certain 2020-2021 Soul, and 2021 Seltos vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which may result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Kia will notify owners, and dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Kia will deploy Piston Ring Noise Sensing System (PNSS) software.  The recall began June 11, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC209.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2021,KIA,SELTOS,KIA,SELTOS,2021,2021-04-13
"Kia America, Inc.",25V099000,False,False,False,,17/02/2025,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Seltos and Soul vehicles.  The piston oil rings may have been manufactured incorrectly, which can result in engine damage.","Engine damage can cause a vehicle stall or fire, increasing the risk of a crash or injury.","Dealers will inspect and replace the engine as necessary, free of charge.  Dealers will also install piston-ring noise sensing system (PNSS) software, free of charge.  Owner notification letters were mailed April 4, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC336.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 888-327-4236 (TTY 888-275-9171) or go to nhtsa.gov.,2021,KIA,SELTOS,KIA,SELTOS,2021,2025-02-17
"Kia America, Inc.",25V099000,False,False,False,,17/02/2025,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Seltos and Soul vehicles.  The piston oil rings may have been manufactured incorrectly, which can result in engine damage.","Engine damage can cause a vehicle stall or fire, increasing the risk of a crash or injury.","Dealers will inspect and replace the engine as necessary, free of charge.  Dealers will also install piston-ring noise sensing system (PNSS) software, free of charge.  Owner notification letters were mailed April 4, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC336.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 888-327-4236 (TTY 888-275-9171) or go to nhtsa.gov.,2022,KIA,SELTOS,KIA,SELTOS,2022,2025-02-17
"Kia America, Inc.",23V531000,False,True,False,,31/07/2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,"Kia America, Inc. (Kia) is recalling certain 2023 Soul, Sportage, and 2023-2024 Seltos vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters are expected to be mailed September 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC275.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,SELTOS,KIA,SELTOS,2023,2023-07-31
"Kia America, Inc.",25V099000,False,False,False,,17/02/2025,ENGINE AND ENGINE COOLING:ENGINE:HARD PARTS INTERNAL/MECHANICAL,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Seltos and Soul vehicles.  The piston oil rings may have been manufactured incorrectly, which can result in engine damage.","Engine damage can cause a vehicle stall or fire, increasing the risk of a crash or injury.","Dealers will inspect and replace the engine as necessary, free of charge.  Dealers will also install piston-ring noise sensing system (PNSS) software, free of charge.  Owner notification letters were mailed April 4, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC336.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 888-327-4236 (TTY 888-275-9171) or go to nhtsa.gov.,2023,KIA,SELTOS,KIA,SELTOS,2023,2025-02-17
"Kia America, Inc.",23V531000,False,True,False,,31/07/2023,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,"Kia America, Inc. (Kia) is recalling certain 2023 Soul, Sportage, and 2023-2024 Seltos vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters are expected to be mailed September 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC275.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,SELTOS,KIA,SELTOS,2024,2023-07-31
"Kia America, Inc.",23V830000,False,False,False,,22/12/2023,AIR BAGS,"Kia America, Inc. (Kia) is recalling certain 2023 Soul and 2024 Seltos vehicles.  Due to a manufacturing error, the side curtain air bags may deploy unexpectedly.",An air bag that deploys unexpectedly can increase the risk of injury or crash.,"Dealers will inspect and replace both side curtain air bag modules as necessary, free of charge.  Owner notification letters were mailed January 31, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC289.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,SELTOS,KIA,SELTOS,2024,2023-12-22
Kia Motors America,21V908000,False,False,False,,19/11/2021,LATCHES/LOCKS/LINKAGES:ELECTRONIC LOCK/LATCH ACTUATOR,"Kia Motors America (Kia) is recalling certain 2022 Carnival vehicles.  The remote controller assembly for the passenger-side power sliding door may malfunction, preventing the passenger-side sliding door from securely latching.","A power sliding door that fails to latch may open while moving, increasing the risk of injury.","Dealers will replace the passenger-side power sliding door release actuator's drum and holder inside the remote controller assembly, free of charge.  Owner notification letters were mailed December 16, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC221.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,CARNIVAL,KIA,CARNIVAL,2022,2021-11-19
Kia Motors America,21V277000,False,False,False,,21/04/2021,"FUEL SYSTEM, GASOLINE:FUEL INJECTION SYSTEM:FUEL RAIL",Kia Motors America (Kia) is recalling certain 2022 Carnival vehicles.  The plastic fuel rail tube may have been damaged.,"A damaged fuel rail tube may leak fuel, increasing the risk of a fire.","Kia will notify owners, and dealers will inspect, and if necessary, replace the multi-port injection fuel rail, free of charge.  The recall began April 30, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC211.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2022,KIA,CARNIVAL,KIA,CARNIVAL,2022,2021-04-21
"Kia America, Inc.",23V179000,False,True,False,,17/03/2023,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2022-2023 Carnival vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will inspect and verify whether the vehicle is equipped with a Genuine Kia accessory trailer tow hitch assembly.  If equipped, dealers will install a new fuse and wire extension kit.  Repairs will be performed free of charge.  Owner notification letters were mailed May 16, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC265.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,CARNIVAL,KIA,CARNIVAL,2022,2023-03-17
"Kia America, Inc.",23V236000,False,False,False,PE22004,31/03/2023,STRUCTURE:BODY:DOOR,"Kia America, Inc. (Kia) is recalling all 2022 and certain 2023 Carnival vehicles.  The auto-reverse feature for the power sliding doors (PSD) may not activate in all situations.","A power sliding door that does not auto-reverse can close on an occupant, increasing the risk of injury.","Dealers will update the power sliding door control module software, free of charge.  Owner notification letters were mailed April 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC266.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,CARNIVAL,KIA,CARNIVAL,2022,2023-03-31
"Kia America, Inc.",24V025000,False,False,False,,18/01/2024,STRUCTURE:BODY:ROOF AND PILLARS,"Kia America, Inc. (Kia) is recalling certain 2023-2024 Sportage and 2022-2024 Carnival vehicles.  The roof molding may loosen and detach.","A detached roof molding can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will inspect the roof molding and replace or secure it as necessary, free of charge.  Owner notification letters were mailed March 15, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC292.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,CARNIVAL,KIA,CARNIVAL,2022,2024-01-18
"Kia America, Inc.",26V232000,False,False,False,,10/04/2026,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Kia America, Inc. (Kia) is recalling certain 2022-2026 Carnival vehicles. Fuel may leak at the pipe connection between the fuel pipe and fuel rail.",A fuel leak increases the risk of a fire.,"Dealers will inspect and tighten, or replace the fuel pipe as necessary, free of charge. Owner notification letters were mailed June 2, 2026. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC368. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov on April 24, 2026.",,2022,KIA,CARNIVAL,KIA,CARNIVAL,2022,2026-04-10
"Kia America, Inc.",23V179000,False,True,False,,17/03/2023,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2022-2023 Carnival vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will inspect and verify whether the vehicle is equipped with a Genuine Kia accessory trailer tow hitch assembly.  If equipped, dealers will install a new fuse and wire extension kit.  Repairs will be performed free of charge.  Owner notification letters were mailed May 16, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC265.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,CARNIVAL,KIA,CARNIVAL,2023,2023-03-17
"Kia America, Inc.",23V236000,False,False,False,PE22004,31/03/2023,STRUCTURE:BODY:DOOR,"Kia America, Inc. (Kia) is recalling all 2022 and certain 2023 Carnival vehicles.  The auto-reverse feature for the power sliding doors (PSD) may not activate in all situations.","A power sliding door that does not auto-reverse can close on an occupant, increasing the risk of injury.","Dealers will update the power sliding door control module software, free of charge.  Owner notification letters were mailed April 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC266.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,CARNIVAL,KIA,CARNIVAL,2023,2023-03-31
"Kia America, Inc.",24V025000,False,False,False,,18/01/2024,STRUCTURE:BODY:ROOF AND PILLARS,"Kia America, Inc. (Kia) is recalling certain 2023-2024 Sportage and 2022-2024 Carnival vehicles.  The roof molding may loosen and detach.","A detached roof molding can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will inspect the roof molding and replace or secure it as necessary, free of charge.  Owner notification letters were mailed March 15, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC292.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2023,KIA,CARNIVAL,KIA,CARNIVAL,2023,2024-01-18
"Kia America, Inc.",26V232000,False,False,False,,10/04/2026,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Kia America, Inc. (Kia) is recalling certain 2022-2026 Carnival vehicles. Fuel may leak at the pipe connection between the fuel pipe and fuel rail.",A fuel leak increases the risk of a fire.,"Dealers will inspect and tighten, or replace the fuel pipe as necessary, free of charge. Owner notification letters were mailed June 2, 2026. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC368. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov on April 24, 2026.",,2023,KIA,CARNIVAL,KIA,CARNIVAL,2023,2026-04-10
"Kia America, Inc.",24V025000,False,False,False,,18/01/2024,STRUCTURE:BODY:ROOF AND PILLARS,"Kia America, Inc. (Kia) is recalling certain 2023-2024 Sportage and 2022-2024 Carnival vehicles.  The roof molding may loosen and detach.","A detached roof molding can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will inspect the roof molding and replace or secure it as necessary, free of charge.  Owner notification letters were mailed March 15, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC292.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2024,KIA,CARNIVAL,KIA,CARNIVAL,2024,2024-01-18
"Kia America, Inc.",26V232000,False,False,False,,10/04/2026,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Kia America, Inc. (Kia) is recalling certain 2022-2026 Carnival vehicles. Fuel may leak at the pipe connection between the fuel pipe and fuel rail.",A fuel leak increases the risk of a fire.,"Dealers will inspect and tighten, or replace the fuel pipe as necessary, free of charge. Owner notification letters were mailed June 2, 2026. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC368. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov on April 24, 2026.",,2024,KIA,CARNIVAL,KIA,CARNIVAL,2024,2026-04-10
"Kia America, Inc.",26V232000,False,False,False,,10/04/2026,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Kia America, Inc. (Kia) is recalling certain 2022-2026 Carnival vehicles. Fuel may leak at the pipe connection between the fuel pipe and fuel rail.",A fuel leak increases the risk of a fire.,"Dealers will inspect and tighten, or replace the fuel pipe as necessary, free of charge. Owner notification letters were mailed June 2, 2026. Owners may contact Kia customer service at 1-800-333-4542. Kia's number for this recall is SC368. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov on April 24, 2026.",,2025,KIA,CARNIVAL,KIA,CARNIVAL,2025,2026-04-10
"Kia America, Inc.",26V046000,False,False,False,,27/01/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System.""","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,2026,KIA,CARNIVAL,KIA,CARNIVAL,2026,2026-01-27
